Fe (at%),Ni  (at%),Co (at%),Coercivity (A/m),,,,,,,,,,,,,,,,,,,,,,
37.48,16.72,45.8,795.78,,,,,,,,,,,,,,,,,,,,,,
37.12,16.38,46.5,795.78,,,,,,,,,,,,,,,,,,,,,,
36.85,15.97,47.18,795.78,,,,,,,,,,,,,,,,,,,,,,
36.55,15.53,47.92,795.78,,,,,,,,,,,,,,,,,,,,,,
36.19,15.07,48.74,795.78,,,,,,,,,,,,,,,,,,,,,,
35.96,14.59,49.46,795.78,,,,,,,,,,,,,,,,,,,,,,
35.79,14.13,50.08,795.78,,,,,,,,,,,,,,,,,,,,,,
35.6,13.6,50.8,795.78,,,,,,,,,,,,,,,,,,,,,,
35.52,13,51.48,795.78,,,,,,,,,,,,,,,,,,,,,,
35.53,12.35,52.12,795.78,,,,,,,,,,,,,,,,,,,,,,
35.8,11.68,52.52,795.78,,,,,,,,,,,,,,,,,,,,,,
36.17,10.94,52.89,795.78,,,,,,,,,,,,,,,,,,,,,,
36.68,10.39,52.94,795.78,,,,,,,,,,,,,,,,,,,,,,
37.31,9.9,52.79,795.78,,,,,,,,,,,,,,,,,,,,,,
38.04,9.45,52.5,795.78,,,,,,,,,,,,,,,,,,,,,,
38.79,9.06,52.15,795.78,,,,,,,,,,,,,,,,,,,,,,
39.53,8.71,51.76,795.78,,,,,,,,,,,,,,,,,,,,,,
40.28,8.43,51.29,795.78,,,,,,,,,,,,,,,,,,,,,,
40.97,8.19,50.84,795.78,,,,,,,,,,,,,,,,,,,,,,
41.69,8.07,50.23,795.78,,,,,,,,,,,,,,,,,,,,,,
42.4,7.95,49.64,795.78,,,,,,,,,,,,,,,,,,,,,,
43.19,7.83,48.98,795.78,,,,,,,,,,,,,,,,,,,,,,
43.9,7.74,48.36,795.78,,,,,,,,,,,,,,,,,,,,,,
44.59,7.67,47.75,795.78,,,,,,,,,,,,,,,,,,,,,,
45.28,7.62,47.1,795.78,,,,,,,,,,,,,,,,,,,,,,
45.96,7.59,46.45,795.78,,,,,,,,,,,,,,,,,,,,,,
46.8,7.45,45.75,795.78,,,,,,,,,,,,,,,,,,,,,,
47.56,7.35,45.09,795.78,,,,,,,,,,,,,,,,,,,,,,
48.23,7.23,44.54,795.78,,,,,,,,,,,,,,,,,,,,,,
48.87,7.2,43.93,795.78,,,,,,,,,,,,,,,,,,,,,,
49.63,7.06,43.31,795.78,,,,,,,,,,,,,,,,,,,,,,
50.27,6.99,42.74,795.78,,,,,,,,,,,,,,,,,,,,,,
50.9,6.92,42.19,795.78,,,,,,,,,,,,,,,,,,,,,,
51.52,6.89,41.59,795.78,,,,,,,,,,,,,,,,,,,,,,
52.23,6.82,40.96,795.78,,,,,,,,,,,,,,,,,,,,,,
52.79,6.79,40.42,795.78,,,,,,,,,,,,,,,,,,,,,,
53.42,6.72,39.87,795.78,,,,,,,,,,,,,,,,,,,,,,
54.07,6.67,39.26,795.78,,,,,,,,,,,,,,,,,,,,,,
54.63,6.64,38.73,795.78,,,,,,,,,,,,,,,,,,,,,,
55.2,6.61,38.19,795.78,,,,,,,,,,,,,,,,,,,,,,
55.89,6.56,37.54,795.78,,,,,,,,,,,,,,,,,,,,,,
56.5,6.56,36.94,795.78,,,,,,,,,,,,,,,,,,,,,,
58.78,6.48,34.74,795.78,,,,,,,,,,,,,,,,,,,,,,
58.22,6.46,35.32,795.78,,,,,,,,,,,,,,,,,,,,,,
57.64,6.49,35.87,795.78,,,,,,,,,,,,,,,,,,,,,,
57.09,6.56,36.35,795.78,,,,,,,,,,,,,,,,,,,,,,
56.96,19.33,23.7,2387.33,,,,,,,,,,,,,,,,,,,,,,
55.81,20.5,23.69,2387.33,,,,,,,,,,,,,,,,,,,,,,
56.96,18.18,24.87,2387.33,,,,,,,,,,,,,,,,,,,,,,
54.86,21.25,23.89,2387.33,,,,,,,,,,,,,,,,,,,,,,
56.71,17.5,25.79,2387.33,,,,,,,,,,,,,,,,,,,,,,
54.14,21.53,24.33,2387.33,,,,,,,,,,,,,,,,,,,,,,
56.3,17.16,26.54,2387.33,,,,,,,,,,,,,,,,,,,,,,
53.49,21.67,24.84,2387.33,,,,,,,,,,,,,,,,,,,,,,
55.85,16.89,27.26,2387.33,,,,,,,,,,,,,,,,,,,,,,
52.84,21.81,25.35,2387.33,,,,,,,,,,,,,,,,,,,,,,
52.26,21.81,25.93,2387.33,,,,,,,,,,,,,,,,,,,,,,
51.71,21.74,26.54,2387.33,,,,,,,,,,,,,,,,,,,,,,
51.16,21.68,27.16,2387.33,,,,,,,,,,,,,,,,,,,,,,
50.68,21.48,27.84,2387.33,,,,,,,,,,,,,,,,,,,,,,
50.24,21.21,28.56,2387.33,,,,,,,,,,,,,,,,,,,,,,
52.6,16.43,30.97,2387.33,,,,,,,,,,,,,,,,,,,,,,
49.79,20.94,29.27,2387.33,,,,,,,,,,,,,,,,,,,,,,
51.92,16.64,31.45,2387.33,,,,,,,,,,,,,,,,,,,,,,
49.41,20.53,30.06,2387.33,,,,,,,,,,,,,,,,,,,,,,
51.16,16.98,31.85,2387.33,,,,,,,,,,,,,,,,,,,,,,
50.3,21.07,28.62,2387.33,,,,,,,,,,,,,,,,,,,,,,
52.6,16.43,30.97,2387.33,,,,,,,,,,,,,,,,,,,,,,
49.79,20.94,29.27,2387.33,,,,,,,,,,,,,,,,,,,,,,
51.92,16.64,31.45,2387.33,,,,,,,,,,,,,,,,,,,,,,
49.41,20.53,30.06,2387.33,,,,,,,,,,,,,,,,,,,,,,
51.16,16.98,31.85,2387.33,,,,,,,,,,,,,,,,,,,,,,
49.17,19.85,30.98,2387.33,,,,,,,,,,,,,,,,,,,,,,
50.35,17.46,32.19,2387.33,,,,,,,,,,,,,,,,,,,,,,
49.23,18.56,32.21,2387.33,,,,,,,,,,,,,,,,,,,,,,
57,18.72,24.28,2387.33,,,,,,,,,,,,,,,,,,,,,,
55.28,16.72,28,2387.33,,,,,,,,,,,,,,,,,,,,,,
54.56,16.65,28.78,2387.33,,,,,,,,,,,,,,,,,,,,,,
53.88,16.61,29.51,2387.33,,,,,,,,,,,,,,,,,,,,,,
53.35,16.52,30.13,2387.33,,,,,,,,,,,,,,,,,,,,,,
49.81,17.99,32.2,2387.33,,,,,,,,,,,,,,,,,,,,,,
49.12,19.31,31.57,2387.33,,,,,,,,,,,,,,,,,,,,,,
56.34,20.01,23.64,2387.33,,,,,,,,,,,,,,,,,,,,,,
79.12,19.21,1.67,1591.55,,,,,,,,,,,,,,,,,,,,,,
78.71,18.87,2.42,1591.55,,,,,,,,,,,,,,,,,,,,,,
78.3,18.53,3.17,1591.55,,,,,,,,,,,,,,,,,,,,,,
77.92,18.13,3.95,1591.55,,,,,,,,,,,,,,,,,,,,,,
77.51,17.79,4.7,1591.55,,,,,,,,,,,,,,,,,,,,,,
77.09,17.45,5.46,1591.55,,,,,,,,,,,,,,,,,,,,,,
76.68,17.11,6.21,1591.55,,,,,,,,,,,,,,,,,,,,,,
76.27,16.78,6.96,1591.55,,,,,,,,,,,,,,,,,,,,,,
75.82,16.51,7.67,1591.55,,,,,,,,,,,,,,,,,,,,,,
75.41,16.17,8.42,1591.55,,,,,,,,,,,,,,,,,,,,,,
74.93,15.97,9.11,1591.55,,,,,,,,,,,,,,,,,,,,,,
74.48,15.7,9.82,1591.55,,,,,,,,,,,,,,,,,,,,,,
74.03,15.43,10.54,1591.55,,,,,,,,,,,,,,,,,,,,,,
73.59,15.16,11.26,1591.55,,,,,,,,,,,,,,,,,,,,,,
73.04,15.09,11.87,1591.55,,,,,,,,,,,,,,,,,,,,,,
73.2,14.89,11.91,1591.55,,,,,,,,,,,,,,,,,,,,,,
72.75,14.62,12.63,1591.55,,,,,,,,,,,,,,,,,,,,,,
72.27,14.42,13.31,1591.55,,,,,,,,,,,,,,,,,,,,,,
71.82,14.15,14.03,1591.55,,,,,,,,,,,,,,,,,,,,,,
71.31,14.01,14.68,1591.55,,,,,,,,,,,,,,,,,,,,,,
70.86,13.74,15.39,1591.55,,,,,,,,,,,,,,,,,,,,,,
70.38,13.54,16.08,1591.55,,,,,,,,,,,,,,,,,,,,,,
69.9,13.34,16.76,1591.55,,,,,,,,,,,,,,,,,,,,,,
69.42,13.14,17.44,1591.55,,,,,,,,,,,,,,,,,,,,,,
68.94,12.94,18.12,1591.55,,,,,,,,,,,,,,,,,,,,,,
68.46,12.74,18.8,1591.55,,,,,,,,,,,,,,,,,,,,,,
67.98,12.54,19.48,1591.55,,,,,,,,,,,,,,,,,,,,,,
67.47,12.4,20.13,1591.55,,,,,,,,,,,,,,,,,,,,,,
66.95,12.27,20.78,1591.55,,,,,,,,,,,,,,,,,,,,,,
66.47,12.07,21.46,1591.55,,,,,,,,,,,,,,,,,,,,,,
65.96,11.93,22.11,1591.55,,,,,,,,,,,,,,,,,,,,,,
65.48,11.73,22.79,1591.55,,,,,,,,,,,,,,,,,,,,,,
64.96,11.6,23.44,1591.55,,,,,,,,,,,,,,,,,,,,,,
64.48,11.4,24.12,1591.55,,,,,,,,,,,,,,,,,,,,,,
63.97,11.27,24.77,1591.55,,,,,,,,,,,,,,,,,,,,,,
63.42,11.2,25.38,1591.55,,,,,,,,,,,,,,,,,,,,,,
62.91,11.07,26.03,1591.55,,,,,,,,,,,,,,,,,,,,,,
62.39,10.93,26.68,1591.55,,,,,,,,,,,,,,,,,,,,,,
61.84,10.87,27.29,1591.55,,,,,,,,,,,,,,,,,,,,,,
61.3,10.8,27.9,1591.55,,,,,,,,,,,,,,,,,,,,,,
60.78,10.67,28.55,1591.55,,,,,,,,,,,,,,,,,,,,,,
60.23,10.61,29.16,1591.55,,,,,,,,,,,,,,,,,,,,,,
59.65,10.61,29.74,1591.55,,,,,,,,,,,,,,,,,,,,,,
59.1,10.54,30.35,1591.55,,,,,,,,,,,,,,,,,,,,,,
58.56,10.48,30.97,1591.55,,,,,,,,,,,,,,,,,,,,,,
54.91,10.23,34.86,1591.55,,,,,,,,,,,,,,,,,,,,,,
54.33,10.23,35.44,1591.55,,,,,,,,,,,,,,,,,,,,,,
53.75,10.23,36.02,1591.55,,,,,,,,,,,,,,,,,,,,,,
53.17,10.24,36.6,1591.55,,,,,,,,,,,,,,,,,,,,,,
52.58,10.24,37.18,1591.55,,,,,,,,,,,,,,,,,,,,,,
52,10.24,37.76,1591.55,,,,,,,,,,,,,,,,,,,,,,
51.42,10.25,38.33,1591.55,,,,,,,,,,,,,,,,,,,,,,
50.84,10.25,38.91,1591.55,,,,,,,,,,,,,,,,,,,,,,
50.22,10.32,39.46,1591.55,,,,,,,,,,,,,,,,,,,,,,
49.64,10.32,40.03,1591.55,,,,,,,,,,,,,,,,,,,,,,
49.06,10.33,40.61,1591.55,,,,,,,,,,,,,,,,,,,,,,
48.48,10.33,41.19,1591.55,,,,,,,,,,,,,,,,,,,,,,
47.86,10.4,41.73,1591.55,,,,,,,,,,,,,,,,,,,,,,
47.25,10.47,42.28,1591.55,,,,,,,,,,,,,,,,,,,,,,
46.67,10.48,42.86,1591.55,,,,,,,,,,,,,,,,,,,,,,
46.05,10.55,43.4,1591.55,,,,,,,,,,,,,,,,,,,,,,
45.44,10.62,43.94,1591.55,,,,,,,,,,,,,,,,,,,,,,
44.82,10.69,44.49,1591.55,,,,,,,,,,,,,,,,,,,,,,
44.21,10.76,45.03,1591.55,,,,,,,,,,,,,,,,,,,,,,
43.59,10.83,45.58,1591.55,,,,,,,,,,,,,,,,,,,,,,
42.97,10.91,46.12,1591.55,,,,,,,,,,,,,,,,,,,,,,
42.92,10.91,46.18,1591.55,,,,,,,,,,,,,,,,,,,,,,
42.3,10.98,46.72,1591.55,,,,,,,,,,,,,,,,,,,,,,
41.62,11.18,47.2,1591.55,,,,,,,,,,,,,,,,,,,,,,
40.87,11.53,47.6,1591.55,,,,,,,,,,,,,,,,,,,,,,
42,19.21,38.79,1591.55,,,,,,,,,,,,,,,,,,,,,,
41.52,19.01,39.47,1591.55,,,,,,,,,,,,,,,,,,,,,,
40.74,18.47,40.79,1591.55,,,,,,,,,,,,,,,,,,,,,,
40.33,18.13,41.54,1591.55,,,,,,,,,,,,,,,,,,,,,,
39.65,17.39,42.96,1591.55,,,,,,,,,,,,,,,,,,,,,,
73.93,25.5,0.57,1591.55,,,,,,,,,,,,,,,,,,,,,,
73.28,25.64,1.08,1591.55,,,,,,,,,,,,,,,,,,,,,,
72.66,25.71,1.63,1591.55,,,,,,,,,,,,,,,,,,,,,,
72.05,25.78,2.17,1591.55,,,,,,,,,,,,,,,,,,,,,,
71.43,25.85,2.71,1591.55,,,,,,,,,,,,,,,,,,,,,,
70.82,25.92,3.26,1591.55,,,,,,,,,,,,,,,,,,,,,,
70.24,25.93,3.84,1591.55,,,,,,,,,,,,,,,,,,,,,,
69.62,26,4.38,1591.55,,,,,,,,,,,,,,,,,,,,,,
69,26.07,4.92,1591.55,,,,,,,,,,,,,,,,,,,,,,
68.39,26.14,5.47,1591.55,,,,,,,,,,,,,,,,,,,,,,
67.81,26.15,6.05,1591.55,,,,,,,,,,,,,,,,,,,,,,
67.23,26.15,6.63,1591.55,,,,,,,,,,,,,,,,,,,,,,
66.61,26.22,7.17,1591.55,,,,,,,,,,,,,,,,,,,,,,
66.06,26.16,7.78,1591.55,,,,,,,,,,,,,,,,,,,,,,
65.48,26.16,8.36,1591.55,,,,,,,,,,,,,,,,,,,,,,
64.9,26.16,8.94,1591.55,,,,,,,,,,,,,,,,,,,,,,
64.35,26.1,9.55,1591.55,,,,,,,,,,,,,,,,,,,,,,
63.77,26.1,10.13,1591.55,,,,,,,,,,,,,,,,,,,,,,
63.22,26.03,10.74,1591.55,,,,,,,,,,,,,,,,,,,,,,
62.67,25.97,11.36,1591.55,,,,,,,,,,,,,,,,,,,,,,
62.13,25.9,11.97,1591.55,,,,,,,,,,,,,,,,,,,,,,
61.58,25.84,12.58,1591.55,,,,,,,,,,,,,,,,,,,,,,
60.91,25.78,13.31,1591.55,,,,,,,,,,,,,,,,,,,,,,
60.37,25.71,13.92,1591.55,,,,,,,,,,,,,,,,,,,,,,
59.82,25.65,14.54,1591.55,,,,,,,,,,,,,,,,,,,,,,
59.21,25.58,15.21,1591.55,,,,,,,,,,,,,,,,,,,,,,
58.7,25.45,15.85,1591.55,,,,,,,,,,,,,,,,,,,,,,
58.18,25.31,16.5,1591.55,,,,,,,,,,,,,,,,,,,,,,
57.67,25.18,17.15,1591.55,,,,,,,,,,,,,,,,,,,,,,
57.12,25.12,17.76,1591.55,,,,,,,,,,,,,,,,,,,,,,
56.57,25.05,18.37,1591.55,,,,,,,,,,,,,,,,,,,,,,
55.72,24.78,19.5,1591.55,,,,,,,,,,,,,,,,,,,,,,
55.17,24.72,20.11,1591.55,,,,,,,,,,,,,,,,,,,,,,
54.66,24.59,20.76,1591.55,,,,,,,,,,,,,,,,,,,,,,
54.14,24.45,21.4,1591.55,,,,,,,,,,,,,,,,,,,,,,
53.66,24.25,22.09,1591.55,,,,,,,,,,,,,,,,,,,,,,
53.15,24.12,22.73,1591.55,,,,,,,,,,,,,,,,,,,,,,
52.6,24.05,23.35,1591.55,,,,,,,,,,,,,,,,,,,,,,
56.06,24.92,19.02,1591.55,,,,,,,,,,,,,,,,,,,,,,
52.24,23.85,23.91,1591.55,,,,,,,,,,,,,,,,,,,,,,
51.72,23.72,24.56,1591.55,,,,,,,,,,,,,,,,,,,,,,
51.21,23.58,25.21,1591.55,,,,,,,,,,,,,,,,,,,,,,
50.7,23.45,25.85,1591.55,,,,,,,,,,,,,,,,,,,,,,
49.91,23.05,27.04,1591.55,,,,,,,,,,,,,,,,,,,,,,
49.39,22.91,27.69,1591.55,,,,,,,,,,,,,,,,,,,,,,
48.91,22.71,28.37,1591.55,,,,,,,,,,,,,,,,,,,,,,
48.43,22.51,29.06,1591.55,,,,,,,,,,,,,,,,,,,,,,
50.45,23.25,26.31,1591.55,,,,,,,,,,,,,,,,,,,,,,
49.97,23.05,26.99,1591.55,,,,,,,,,,,,,,,,,,,,,,
47.95,22.31,29.74,1591.55,,,,,,,,,,,,,,,,,,,,,,
47.44,22.18,30.39,1591.55,,,,,,,,,,,,,,,,,,,,,,
46.96,21.97,31.07,1591.55,,,,,,,,,,,,,,,,,,,,,,
46.4,21.71,31.9,1591.55,,,,,,,,,,,,,,,,,,,,,,
45.95,21.44,32.62,1591.55,,,,,,,,,,,,,,,,,,,,,,
45.44,21.17,33.39,1591.55,,,,,,,,,,,,,,,,,,,,,,
44.96,20.96,34.07,1591.55,,,,,,,,,,,,,,,,,,,,,,
44.48,20.76,34.75,1591.55,,,,,,,,,,,,,,,,,,,,,,
44.04,20.49,35.47,1591.55,,,,,,,,,,,,,,,,,,,,,,
43.81,20.36,35.83,1591.55,,,,,,,,,,,,,,,,,,,,,,
43.37,20.09,36.55,1591.55,,,,,,,,,,,,,,,,,,,,,,
42.92,19.82,37.26,1591.55,,,,,,,,,,,,,,,,,,,,,,
42.47,19.55,37.98,1591.55,,,,,,,,,,,,,,,,,,,,,,
41.1,18.78,40.12,1591.55,,,,,,,,,,,,,,,,,,,,,,
39.96,17.86,42.17,1591.55,,,,,,,,,,,,,,,,,,,,,,
39.22,17.06,43.72,1591.55,,,,,,,,,,,,,,,,,,,,,,
38.97,16.6,44.43,1591.55,,,,,,,,,,,,,,,,,,,,,,
38.72,16.07,45.2,1591.55,,,,,,,,,,,,,,,,,,,,,,
38.5,15.61,45.89,1591.55,,,,,,,,,,,,,,,,,,,,,,
38.46,15.01,46.53,1591.55,,,,,,,,,,,,,,,,,,,,,,
38.49,14.39,47.12,1591.55,,,,,,,,,,,,,,,,,,,,,,
38.7,13.65,47.65,1591.55,,,,,,,,,,,,,,,,,,,,,,
39.19,12.98,47.83,1591.55,,,,,,,,,,,,,,,,,,,,,,
39.87,12.17,47.97,1591.55,,,,,,,,,,,,,,,,,,,,,,
40.4,11.77,47.83,1591.55,,,,,,,,,,,,,,,,,,,,,,
79.38,19.63,0.99,1591.55,,,,,,,,,,,,,,,,,,,,,,
79.84,19.9,0.26,1591.55,,,,,,,,,,,,,,,,,,,,,,
79.9,20.07,0.04,1591.55,,,,,,,,,,,,,,,,,,,,,,
74.5,25.49,0.01,1591.55,,,,,,,,,,,,,,,,,,,,,,
57.97,10.47,31.56,1591.55,,,,,,,,,,,,,,,,,,,,,,
57.36,10.43,32.21,1591.55,,,,,,,,,,,,,,,,,,,,,,
56.62,10.41,32.96,1591.55,,,,,,,,,,,,,,,,,,,,,,
56.02,10.37,33.61,1591.55,,,,,,,,,,,,,,,,,,,,,,
55.42,10.35,34.23,1591.55,,,,,,,,,,,,,,,,,,,,,,
61.04,34.21,4.75,39.79,,,,,,,,,,,,,,,,,,,,,,
60.12,34.9,4.98,39.79,,,,,,,,,,,,,,,,,,,,,,
59.23,35.51,5.25,39.79,,,,,,,,,,,,,,,,,,,,,,
36.15,55.58,8.27,39.79,,,,,,,,,,,,,,,,,,,,,,
35.13,56.47,8.4,39.79,,,,,,,,,,,,,,,,,,,,,,
34.11,57.36,8.53,39.79,,,,,,,,,,,,,,,,,,,,,,
33.09,58.25,8.66,39.79,,,,,,,,,,,,,,,,,,,,,,
32.07,59.14,8.79,39.79,,,,,,,,,,,,,,,,,,,,,,
31.05,60.03,8.92,39.79,,,,,,,,,,,,,,,,,,,,,,
29.93,61.13,8.94,39.79,,,,,,,,,,,,,,,,,,,,,,
41.52,51.06,7.42,39.79,,,,,,,,,,,,,,,,,,,,,,
40.5,51.95,7.55,39.79,,,,,,,,,,,,,,,,,,,,,,
39.51,52.77,7.72,39.79,,,,,,,,,,,,,,,,,,,,,,
38.52,53.59,7.88,39.79,,,,,,,,,,,,,,,,,,,,,,
37.61,54.28,8.12,39.79,,,,,,,,,,,,,,,,,,,,,,
38.09,54,7.91,39.79,,,,,,,,,,,,,,,,,,,,,,
37.14,54.76,8.11,39.79,,,,,,,,,,,,,,,,,,,,,,
36.29,55.31,8.41,39.79,,,,,,,,,,,,,,,,,,,,,,
59.99,35.03,4.97,39.79,,,,,,,,,,,,,,,,,,,,,,
59.04,35.79,5.17,39.79,,,,,,,,,,,,,,,,,,,,,,
58.09,36.54,5.37,39.79,,,,,,,,,,,,,,,,,,,,,,
57.43,37.29,5.28,39.79,,,,,,,,,,,,,,,,,,,,,,
56.57,37.84,5.58,39.79,,,,,,,,,,,,,,,,,,,,,,
56.09,38.59,5.32,39.79,,,,,,,,,,,,,,,,,,,,,,
55.27,39.07,5.66,39.79,,,,,,,,,,,,,,,,,,,,,,
54.25,39.97,5.78,39.79,,,,,,,,,,,,,,,,,,,,,,
53.4,40.51,6.09,39.79,,,,,,,,,,,,,,,,,,,,,,
53.14,40.92,5.94,39.79,,,,,,,,,,,,,,,,,,,,,,
52.12,41.81,6.07,39.79,,,,,,,,,,,,,,,,,,,,,,
51.77,42.16,6.07,39.79,,,,,,,,,,,,,,,,,,,,,,
50.79,42.98,6.23,39.79,,,,,,,,,,,,,,,,,,,,,,
49.77,43.87,6.36,39.79,,,,,,,,,,,,,,,,,,,,,,
50.17,43.53,6.3,39.79,,,,,,,,,,,,,,,,,,,,,,
49.15,44.42,6.43,39.79,,,,,,,,,,,,,,,,,,,,,,
48.13,45.31,6.56,39.79,,,,,,,,,,,,,,,,,,,,,,
47.28,45.86,6.87,39.79,,,,,,,,,,,,,,,,,,,,,,
47.74,45.85,6.4,39.79,,,,,,,,,,,,,,,,,,,,,,
46.89,46.4,6.71,39.79,,,,,,,,,,,,,,,,,,,,,,
45.87,47.29,6.84,39.79,,,,,,,,,,,,,,,,,,,,,,
45.34,47.91,6.76,39.79,,,,,,,,,,,,,,,,,,,,,,
44.45,48.52,7.02,39.79,,,,,,,,,,,,,,,,,,,,,,
43.6,49.07,7.33,39.79,,,,,,,,,,,,,,,,,,,,,,
42.75,49.96,7.28,39.79,,,,,,,,,,,,,,,,,,,,,,
42.84,50.03,7.13,39.79,,,,,,,,,,,,,,,,,,,,,,
42.02,50.51,7.47,39.79,,,,,,,,,,,,,,,,,,,,,,
30.4,60.65,8.95,39.79,,,,,,,,,,,,,,,,,,,,,,
29.24,61.81,8.95,39.79,,,,,,,,,,,,,,,,,,,,,,
28.22,62.7,9.08,39.79,,,,,,,,,,,,,,,,,,,,,,
28.36,62.77,8.87,39.79,,,,,,,,,,,,,,,,,,,,,,
27.38,63.59,9.03,39.79,,,,,,,,,,,,,,,,,,,,,,
26.39,64.41,9.2,39.79,,,,,,,,,,,,,,,,,,,,,,
21.47,69.68,8.85,39.79,,,,,,,,,,,,,,,,,,,,,,
20.21,71.05,8.74,39.79,,,,,,,,,,,,,,,,,,,,,,
19.13,72.07,8.8,39.79,,,,,,,,,,,,,,,,,,,,,,
19.19,72.41,8.4,39.79,,,,,,,,,,,,,,,,,,,,,,
17.97,73.71,8.32,39.79,,,,,,,,,,,,,,,,,,,,,,
16.44,75.62,7.93,39.79,,,,,,,,,,,,,,,,,,,,,,
17.44,74.67,7.9,39.79,,,,,,,,,,,,,,,,,,,,,,
16.32,75.76,7.92,39.79,,,,,,,,,,,,,,,,,,,,,,
14.72,77.81,7.46,39.79,,,,,,,,,,,,,,,,,,,,,,
14.43,78.29,7.28,39.79,,,,,,,,,,,,,,,,,,,,,,
12.57,80.89,6.55,39.79,,,,,,,,,,,,,,,,,,,,,,
10.51,85.05,4.44,39.79,,,,,,,,,,,,,,,,,,,,,,
10.64,84.77,4.58,39.79,,,,,,,,,,,,,,,,,,,,,,
11.55,82.93,5.51,39.79,,,,,,,,,,,,,,,,,,,,,,
9.74,86.14,4.12,39.79,,,,,,,,,,,,,,,,,,,,,,
8.39,88.87,2.74,39.79,,,,,,,,,,,,,,,,,,,,,,
7.91,89.96,2.13,39.79,,,,,,,,,,,,,,,,,,,,,,
9.14,87.15,3.71,39.79,,,,,,,,,,,,,,,,,,,,,,
9.01,87.7,3.29,39.79,,,,,,,,,,,,,,,,,,,,,,
7.88,90.54,1.58,39.79,,,,,,,,,,,,,,,,,,,,,,
7.27,91.77,0.96,39.79,,,,,,,,,,,,,,,,,,,,,,
7.1,92.51,0.39,39.79,,,,,,,,,,,,,,,,,,,,,,
11.03,83.72,5.24,39.79,,,,,,,,,,,,,,,,,,,,,,
11.96,82.01,6.03,39.79,,,,,,,,,,,,,,,,,,,,,,
13.3,79.97,6.73,39.79,,,,,,,,,,,,,,,,,,,,,,
13.81,79.09,7.09,39.79,,,,,,,,,,,,,,,,,,,,,,
15.39,76.73,7.88,39.79,,,,,,,,,,,,,,,,,,,,,,
18.57,72.98,8.46,39.79,,,,,,,,,,,,,,,,,,,,,,
20.82,70.36,8.82,39.79,,,,,,,,,,,,,,,,,,,,,,
61.74,33.64,4.62,39.79,,,,,,,,,,,,,,,,,,,,,,
62.43,33.08,4.49,39.79,,,,,,,,,,,,,,,,,,,,,,
63.13,32.55,4.33,39.79,,,,,,,,,,,,,,,,,,,,,,
63.81,32.13,4.07,39.79,,,,,,,,,,,,,,,,,,,,,,
64.59,31.78,3.63,39.79,,,,,,,,,,,,,,,,,,,,,,
65.33,31.31,3.36,39.79,,,,,,,,,,,,,,,,,,,,,,
66.06,30.96,2.98,39.79,,,,,,,,,,,,,,,,,,,,,,
66.84,30.68,2.48,39.79,,,,,,,,,,,,,,,,,,,,,,
67.52,30.47,2.01,39.79,,,,,,,,,,,,,,,,,,,,,,
68.23,30.26,1.51,39.79,,,,,,,,,,,,,,,,,,,,,,
68.97,30.16,0.87,39.79,,,,,,,,,,,,,,,,,,,,,,
69.53,30.25,0.22,39.79,,,,,,,,,,,,,,,,,,,,,,
55.07,44.91,0.02,23.87,,,,,,,,,,,,,,,,,,,,,,
55.22,44.49,0.29,23.87,,,,,,,,,,,,,,,,,,,,,,
55.55,43.87,0.58,23.87,,,,,,,,,,,,,,,,,,,,,,
55.97,43.33,0.7,23.87,,,,,,,,,,,,,,,,,,,,,,
56.5,42.62,0.88,23.87,,,,,,,,,,,,,,,,,,,,,,
56.98,42.04,0.98,23.87,,,,,,,,,,,,,,,,,,,,,,
57.43,41.46,1.11,23.87,,,,,,,,,,,,,,,,,,,,,,
57.95,40.83,1.22,23.87,,,,,,,,,,,,,,,,,,,,,,
58.49,40.18,1.33,23.87,,,,,,,,,,,,,,,,,,,,,,
59.24,39.42,1.34,23.87,,,,,,,,,,,,,,,,,,,,,,
59.86,38.77,1.37,23.87,,,,,,,,,,,,,,,,,,,,,,
60.61,38.05,1.34,23.87,,,,,,,,,,,,,,,,,,,,,,
61.18,37.49,1.33,23.87,,,,,,,,,,,,,,,,,,,,,,
61.77,36.96,1.27,23.87,,,,,,,,,,,,,,,,,,,,,,
62.59,36.38,1.03,23.87,,,,,,,,,,,,,,,,,,,,,,
63.31,35.91,0.77,23.87,,,,,,,,,,,,,,,,,,,,,,
63.9,35.61,0.49,23.87,,,,,,,,,,,,,,,,,,,,,,
64.55,35.33,0.12,23.87,,,,,,,,,,,,,,,,,,,,,,
43.23,56.65,0.12,23.87,,,,,,,,,,,,,,,,,,,,,,
42.69,56.72,0.59,23.87,,,,,,,,,,,,,,,,,,,,,,
42.01,57.09,0.9,23.87,,,,,,,,,,,,,,,,,,,,,,
41.46,57.42,1.13,23.87,,,,,,,,,,,,,,,,,,,,,,
41.04,57.67,1.29,23.87,,,,,,,,,,,,,,,,,,,,,,
40.48,58,1.52,23.87,,,,,,,,,,,,,,,,,,,,,,
39.9,58.35,1.76,23.87,,,,,,,,,,,,,,,,,,,,,,
39.4,58.63,1.97,23.87,,,,,,,,,,,,,,,,,,,,,,
38.77,59.16,2.07,23.87,,,,,,,,,,,,,,,,,,,,,,
37.8,59.77,2.43,23.87,,,,,,,,,,,,,,,,,,,,,,
37.07,60.33,2.6,23.87,,,,,,,,,,,,,,,,,,,,,,
